created_at,favorite_count,full_text,clean_text,aspect,sentiment
Mon Jan 30 15:28:09 +0000 2023,14,Bom bunuh diri di sebuah masjid yang padat di Peshawar Pakistan menewaskan sekurangnya 32 orang Senin 30 Januari 2023. Ini adalah serangan terbaru yang menargetkan polisi di kota barat daya di mana para militan ISIS masih aktif. https://t.co/JNRAJMux9d,bom bunuh diri di sebuah masjid yang padat di peshawar pakistan menewaskan sekurangnya orang senin januari . ini adalah serangan terbaru yang menargetkan polisi di kota barat daya di mana para militan isis masih aktif.,lainnya,neutral
Tue Jan 31 12:19:38 +0000 2023,14,anjir nemu ginian. ulah lo ternyata makin2 ya rani bukannya elu yg ngancem duluan mau bawa polisi dan pihak kampus buat labrak dinda ? giliran didatengin berasa di kuntit emang lo siape ? idol? nomor WA aja lo sebar sendiri sok ngartis https://t.co/s7Kn4nZEZj,anjir nemu ginian. ulah lo ternyata makin ya rani bukannya elu yg ngancem duluan mau bawa polisi dan pihak kampus buat labrak dinda ? giliran didatengin berasa di kuntit emang lo siape ? idol? nomor wa aja lo sebar sendiri sok ngartis,lainnya,neutral
Tue Jan 31 13:08:39 +0000 2023,14,@ekowboy2 Emangnya elo di borgol krn sebar hoax nangis gadein istri di ktr polisi suami bejad lo,@ekowboy emangnya elo di borgol krn sebar hoax nangis gadein istri di ktr polisi suami bejad lo,lainnya,neutral
Tue Jan 31 23:02:33 +0000 2023,14,Puluhan Ibu-Ibu Berprofesi Dokter hingga Istri Polisi Tertipu Arisan Online Rugi Capai Rp600 Juta https://t.co/oSlCH1bCGV,puluhan ibu-ibu berprofesi dokter hingga istri polisi tertipu arisan online rugi capai rp juta,lainnya,neutral
Sun Mar 30 23:14:22 +0000 2025,14,@yaniarsim Pasti aman untuk apa ada polisi kalau tidak menganyomi masyarakat bayar bayar bayar,@yaniarsim pasti aman untuk apa ada polisi kalau tidak menganyomi masyarakat bayar bayar bayar,kinerja,negative
Tue Jan 31 13:17:41 +0000 2023,13,Langgar Polisi Pep Guardiola Punca Cancelo Tinggalkan Manchester City https://t.co/vhyeekL0JQ,langgar polisi pep guardiola punca cancelo tinggalkan manchester city,lainnya,neutral
Mon Mar 31 00:21:45 +0000 2025,13,Satu lagi. Semua dimaafin kecuali pemerintah polisi dan TNI!,satu lagi. semua dimaafin kecuali pemerintah polisi dan tni!,citra,negative
Sun Mar 30 21:09:36 +0000 2025,13,Thaks ye kawan kawan . Sorry balik duluan. Takbiran main sepeda si reksa malah pingsan kejang kejang dah deket banget sama maut malah mulut gua dibalsemin polisi https://t.co/3fKucmJu1S,thaks ye kawan kawan . sorry balik duluan. takbiran main sepeda si reksa malah pingsan kejang kejang dah deket banget sama maut malah mulut gua dibalsemin polisi,etika,neutral
Mon Jan 30 17:54:00 +0000 2023,12,info laka di perempatan jetis jam 11 malem barusan min? kok tbtb uda ada ambulan sama polisi |@ikhsnmkfdh,info laka di perempatan jetis jam malem barusan min? kok tbtb uda ada ambulan sama polisi |@ikhsnmkfdh,kinerja,neutral
Tue Jan 31 12:34:06 +0000 2023,12,Tapi mahasiswa yang ditabrak pensiunan polisi bisa jadi tersangka atas kematiannya,tapi mahasiswa yang ditabrak pensiunan polisi bisa jadi tersangka atas kematiannya,hukum,negative
Tue Jan 31 14:00:10 +0000 2023,12,@Dennysiregar7 Ingat diluar masalah perselingkuhan masih ada supir Sugeng yang jadi kambing hitam penabrakan. Di interview awal yang belum diintervensi polisi dia jelas bilang sudah dibebaskan oleh warga yang menjadi saksi mata kejadian. Sekarang sama polisi dijadiin tersangka. #savesugeng,@dennysiregar ingat diluar masalah perselingkuhan masih ada supir sugeng yang jadi kambing hitam penabrakan. di interview awal yang belum diintervensi polisi dia jelas bilang sudah dibebaskan oleh warga yang menjadi saksi mata kejadian. sekarang sama polisi dijadiin tersangka. #savesugeng,hukum,negative
Tue Jan 31 14:18:12 +0000 2023,12,@MafiaWasit @ListyoSigitP Mbah! Malah mau main di kantor polisi Piye ki? https://t.co/bTCf7ZbEXA,@mafiawasit @listyosigitp mbah! malah mau main di kantor polisi piye ki?,lainnya,neutral
Tue Jan 31 15:12:10 +0000 2023,12,Kompol D Ditahan Polisi: Karena Perbuatan Selingkuh dan Menurunkan Citra Polri https://t.co/9rDLSvdUuh,kompol d ditahan polisi: karena perbuatan selingkuh dan menurunkan citra polri,hukum,positive
Tue Jan 31 19:12:21 +0000 2023,12,@Dennysiregar7 kenapa polisi nggak belajar sih.orang yg uda jadi tersangka sampai sekarang kok belum diperiksa.minimal masukan kepenjara dulu lah.padahal ancaman nya diatas 5 tahun,@dennysiregar kenapa polisi nggak belajar sih.orang yg uda jadi tersangka sampai sekarang kok belum diperiksa.minimal masukan kepenjara dulu lah.padahal ancaman nya diatas tahun,kinerja,negative
Tue Jan 31 22:26:34 +0000 2023,12,@ch_chotimah2 @erickthohir Lo tukang adu domba treak ngatain gembong ormas terlarang emang loe punya bukti sonoh lapor polisi jangan lo ribut aja di medsos lagian ustad felix udah selesai kok ceramahnya masih aja loe ributin,@ch_chotimah @erickthohir lo tukang adu domba treak ngatain gembong ormas terlarang emang loe punya bukti sonoh lapor polisi jangan lo ribut aja di medsos lagian ustad felix udah selesai kok ceramahnya masih aja loe ributin,hukum,neutral
Mon Jan 30 23:06:09 +0000 2023,11,@detikcom Kompol aja mobilnya audi yg harga. Nya 2.9 M..padahal gajinya berapa sih ..pantas kalo fs bintang 2 hartanya 100 T..makanya kalo mau kaya... jadilah polisi ..,@detikcom kompol aja mobilnya audi yg harga. nya . m..padahal gajinya berapa sih ..pantas kalo fs bintang hartanya t..makanya kalo mau kaya... jadilah polisi ..,citra,negative
Sun Mar 30 06:35:10 +0000 2025,11,Sejak kapan interpol backing org? Dikiranya isilop sini? Jadi org gausah kelewatan gobloknya,sejak kapan interpol backing org? dikiranya isilop sini? jadi org gausah kelewatan gobloknya,lainnya,neutral
Sun Mar 30 08:03:00 +0000 2025,11,aku sudah lapor pihak bank btw dan ini lg proses nunggu surat keteranfan isilop... tapi barangkali disini ada yg bs bantu nggk gimana uangnya bs balik? krn jujur 3jt buat hidup aja udah pas2an bgt malah ini kena tipu semua yaallah,aku sudah lapor pihak bank btw dan ini lg proses nunggu surat keteranfan isilop... tapi barangkali disini ada yg bs bantu nggk gimana uangnya bs balik? krn jujur jt buat hidup aja udah pasan bgt malah ini kena tipu semua yaallah,kinerja,positive
Sun Mar 30 12:41:27 +0000 2025,11,Minal aidzin walfaidzin yaaa semua! Mohon maaf lahir dan batin kecuali yg make AI ghibli sama isilop juga pendukung gmoy #CabutRUUTNI,minal aidzin walfaidzin yaaa semua! mohon maaf lahir dan batin kecuali yg make ai ghibli sama isilop juga pendukung gmoy #cabutruutni,citra,negative
Tue Jan 31 12:12:01 +0000 2023,11,@MwanzoTv Imeshawahi nitokea hiyo Askari kasachi kwangu katoa fuko la Bangi katika maandishi kajaza kwamba nauza Bangi matokeo yake Mwenyekiti wa Mtaa Sungu.sungu mpaka Mtendaji walikua nakusema huyu jamaa hauzi Bangi kabisa. Polisi kashangaa sana kwanini napata utetezi sana,@mwanzotv imeshawahi nitokea hiyo askari kasachi kwangu katoa fuko la bangi katika maandishi kajaza kwamba nauza bangi matokeo yake mwenyekiti wa mtaa sungu.sungu mpaka mtendaji walikua nakusema huyu jamaa hauzi bangi kabisa. polisi kashangaa sana kwanini napata utetezi sana,lainnya,neutral
Tue Jan 31 14:13:33 +0000 2023,11,Ada Goresan di Mobil TGPF Dalami Kaitan dengan Kecelakaan Mahasiswa UI dengan Pensiunan Polisi https://t.co/HnsYTQ9ySX,ada goresan di mobil tgpf dalami kaitan dengan kecelakaan mahasiswa ui dengan pensiunan polisi,etika,neutral
Tue Jan 31 22:28:02 +0000 2023,11,BANGGA sbg suporter ANARKIS⁉️ Satu2nya jln: BUBARKAN AREMA FC wis gak usah ada klub sepak bola lagi spy gak ada suporter2 kriminal! Merusak &amp; melukai kog spt enteng? KAPOLRI @ListyoSigitP anda hrs TEGAS! Ini negara hukum! Sy dukung POLISI utk TEGAS! #BubarkanAremaFC https://t.co/NYjunHkVIu,bangga sbg suporter anarkis!? satunya jln: bubarkan arema fc wis gak usah ada klub sepak bola lagi spy gak ada suporter kriminal! merusak & melukai kog spt enteng? kapolri @listyosigitp anda hrs tegas! ini negara hukum! sy dukung polisi utk tegas! #bubarkanaremafc,hukum,positive
Mon Mar 31 00:36:06 +0000 2025,11,@yaniarsim Kalau polisi cuti 7 hari. Bila ada kejahatan pembunuhan perampokan maka ngadunya atau lapornya kemana ? Ke kadrun atau kerbau ?,@yaniarsim kalau polisi cuti hari. bila ada kejahatan pembunuhan perampokan maka ngadunya atau lapornya kemana ? ke kadrun atau kerbau ?,lainnya,neutral
Sun Mar 30 23:18:46 +0000 2025,11,sverre ada bukti kalau polisi mau berantas judol mah bisa aja alasan servernya ada diluar udah ga valid it's just there's no political will,sverre ada bukti kalau polisi mau berantas judol mah bisa aja alasan servernya ada diluar udah ga valid it's just there's no political will,kinerja,negative
Mon Jan 30 21:05:09 +0000 2023,10,Live Kasatlantas Polrestabes Surabaya Pimpin Patroli Kamtibmas Hingga Dini Hari #polisi #polisiganteng #polisiindonesia https://t.co/K9lY74hOIS,live kasatlantas polrestabes surabaya pimpin patroli kamtibmas hingga dini hari #polisi #polisiganteng #polisiindonesia,kinerja,neutral
Tue Jan 31 12:33:04 +0000 2023,10,Kuasa Hukum keluarga mahasiswa UI tewas tertabrak pensiunan polisi melaporkan Polres Jaksel dan pihak yang menerbitkan visum ke Ombudsman RI Jakarta Raya. Keluarga menilai ada maladministrasi dan kesalahan prosedural terkait penanganan perkara. https://t.co/vycKF5jX0n,kuasa hukum keluarga mahasiswa ui tewas tertabrak pensiunan polisi melaporkan polres jaksel dan pihak yang menerbitkan visum ke ombudsman ri jakarta raya. keluarga menilai ada maladministrasi dan kesalahan prosedural terkait penanganan perkara.,etika,negative
Tue Jan 31 14:12:43 +0000 2023,10,@FaktaSepakbola Maunya salah polisi padahal ratusan nyawa melayang yg salah satunya karena ketololan kelompok fanatik ini gak terima timnya kalah terus rusuh koar² disosmed merasa jadi korban asat usut ndasmu !!!,@faktasepakbola maunya salah polisi padahal ratusan nyawa melayang yg salah satunya karena ketololan kelompok fanatik ini gak terima timnya kalah terus rusuh koar2 disosmed merasa jadi korban asat usut ndasmu !!!,citra,neutral
Mon Mar 31 00:37:03 +0000 2025,10,@untungnyaa @apokaliptikdrim @MbahNdemin Di luar negeri izin keramaian bervariasi. Di AS polisi keluarkan izin untuk parade tapi biaya biasanya untuk layanan seperti keamanan bukan izin itu sendiri. Di Eropa seperti Prancis dan Jerman otoritas lokal yang urus izin polisi hanya untuk keamanan. Di Indonesia izin,@untungnyaa @apokaliptikdrim @mbahndemin di luar negeri izin keramaian bervariasi. di as polisi keluarkan izin untuk parade tapi biaya biasanya untuk layanan seperti keamanan bukan izin itu sendiri. di eropa seperti prancis dan jerman otoritas lokal yang urus izin polisi hanya untuk keamanan. di indonesia izin,kinerja,neutral
Mon Jan 30 16:45:00 +0000 2023,9,Berikut 3 berita terpopuler yang terjadi hari ini (30/1) antara lain: 1. Ganjar Pranowo duduk bersebelahan dengan Megawati di pelantikan Walkot Semarang 2. Jaksa tolak pleidoi Putri Candrawathi dan Eliezer 3. Gibran desak polisi tindak tegas penyerangan bus Persis Solo https://t.co/o3jPm94e8J,berikut berita terpopuler yang terjadi hari ini (/) antara lain: . ganjar pranowo duduk bersebelahan dengan megawati di pelantikan walkot semarang . jaksa tolak pleidoi putri candrawathi dan eliezer . gibran desak polisi tindak tegas penyerangan bus persis solo,hukum,neutral
Tue Jan 31 12:35:40 +0000 2023,9,PAK POLISI TANGKEP PAKKK ADA MALING NIHHHHHH (maling hati gw!!!) https://t.co/anhifryjrO,pak polisi tangkep pakkk ada maling nihhhhhh (maling hati gw!!!),lainnya,neutral
Tue Jan 31 13:45:09 +0000 2023,9,@GajayanaPojok Preman kok lapor polisi yo? Wkwk,@gajayanapojok preman kok lapor polisi yo? wkwk,hukum,neutral
Sun Mar 30 22:37:46 +0000 2025,9,dimaafin semua kecuali pemerimtah dan polisi #ACAB #TolakUUTNI #CabutUUTNI #CabutRUUPolri,dimaafin semua kecuali pemerimtah dan polisi #acab #tolakuutni #cabutuutni #cabutruupolri,citra,negative
Sun Mar 30 16:59:50 +0000 2025,9,@cozyaltruis @bacottetanggaid pendek gitu bisa masuk polisi ya wkwkwk. kontet,@cozyaltruis @bacottetanggaid pendek gitu bisa masuk polisi ya wkwkwk. kontet,kinerja,negative
Tue Jan 31 11:53:30 +0000 2023,8,Firullazi warga Kabupaten Ogan Ilir Sumatera Selatan tewas ditembak polisi karena melawan usai kedapatan mencuri ternak. Propam Polda Lampung pun langsung memeriksa tim yang menangkap Firullazi. https://t.co/vQPDsJ8ZM8,firullazi warga kabupaten ogan ilir sumatera selatan tewas ditembak polisi karena melawan usai kedapatan mencuri ternak. propam polda lampung pun langsung memeriksa tim yang menangkap firullazi.,etika,negative
Tue Jan 31 12:11:37 +0000 2023,8,@idextratime @PSSI https://t.co/pMVsk28UaG Polisi Inggris baru meminta maaf di tahun 2023 saat kejadian di tahun 1989 Apakah Polisi Indonesia meminta maaf di tahun 2055 atas tragedi Kanjuruhan???,@idextratime @pssi polisi inggris baru meminta maaf di tahun saat kejadian di tahun apakah polisi indonesia meminta maaf di tahun atas tragedi kanjuruhan???,etika,negative
Tue Jan 31 12:31:24 +0000 2023,8,@josephine_oi @txtdrberseragam Saya ajarin supaya jadi polisi yg bener tugasnya mengayomi masyarakat bukan minta di layani goblok goblok gini mbaknya mau jadi polisi kemaren masuk polisi nyogok uang habis berapa,@josephine_oi @txtdrberseragam saya ajarin supaya jadi polisi yg bener tugasnya mengayomi masyarakat bukan minta di layani goblok goblok gini mbaknya mau jadi polisi kemaren masuk polisi nyogok uang habis berapa,etika,negative
Tue Jan 31 13:47:05 +0000 2023,8,@giginyakucing @txtdrberseragam versi keluarga tentu membela korban versi polisi tentu ke fakta dan kesaksian versi pengemudi mobil pasti sesuai yg dia alami. yg jelas pelabelan orang yg sudah meninggal jadi tersangka emg berlebihan tapi klo emg ada saksinya kenapa kita gak percaya sama keterangan saksi.,@giginyakucing @txtdrberseragam versi keluarga tentu membela korban versi polisi tentu ke fakta dan kesaksian versi pengemudi mobil pasti sesuai yg dia alami. yg jelas pelabelan orang yg sudah meninggal jadi tersangka emg berlebihan tapi klo emg ada saksinya kenapa kita gak percaya sama keterangan saksi.,citra,neutral
Tue Jan 31 21:02:51 +0000 2023,8,@ch_chotimah2 @erickthohir Nuduh Felix gembong ormas terlarang bela teroris jgn berani koar2 di medsos koplak bikin gaduh laporken klo pny bukti kuat ke Polisi agr Polisi tindak lanjuti laporan lu berani!ingat klo tdk bs buktikan cingurmu yg sok bersih itu lu sebar hoax kena UUITE psl 28 ancaman hukuman6th,@ch_chotimah @erickthohir nuduh felix gembong ormas terlarang bela teroris jgn berani koar di medsos koplak bikin gaduh laporken klo pny bukti kuat ke polisi agr polisi tindak lanjuti laporan lu berani!ingat klo tdk bs buktikan cingurmu yg sok bersih itu lu sebar hoax kena uuite psl ancaman hukumanth,hukum,neutral
Sun Mar 30 18:08:03 +0000 2025,8,Polisi wanachagua kesi za kuwa nazo serious https://t.co/rAfUHfjAkE,polisi wanachagua kesi za kuwa nazo serious,lainnya,neutral
Mon Jan 30 17:08:15 +0000 2023,7,@yangkagakkagakk Polisi-polisian Tuhan-tuhanan ,@yangkagakkagakk polisi-polisian tuhan-tuhanan,lainnya,neutral
Mon Jan 30 22:23:35 +0000 2023,7,@undipmenfess Dulu lewat jam 11 malam an di bunderan deket rusun dijaga polisi gitu,@undipmenfess dulu lewat jam malam an di bunderan deket rusun dijaga polisi gitu,kinerja,neutral
Mon Jan 30 23:56:16 +0000 2023,7,@detikcom @aldhiraaa Tolong itu diaudit pejabat2 polisi di sini. Gaji gak seberapa mobilnya mahal gila. Gimana mau berantas korupsi kalo aparatnya aja mencurigakan gini? Taik kucing lah udah bingung mau lapor ke siapa. Lah penegak hukumnya aja kita gak percaya,@detikcom @aldhiraaa tolong itu diaudit pejabat polisi di sini. gaji gak seberapa mobilnya mahal gila. gimana mau berantas korupsi kalo aparatnya aja mencurigakan gini? taik kucing lah udah bingung mau lapor ke siapa. lah penegak hukumnya aja kita gak percaya,hukum,negative
Tue Jan 31 12:30:30 +0000 2023,7,Tewas terlindas mobil pensiunan polisi Almarhum Hasya justru ditetapkan sebagai tersangka. Saksikan Catatan Demokrasi live malam ini pukul 20.00 WIB di tvOne &amp; live streaming https://t.co/ZMDSz6eqrq #CatatanDemokrasitvOne #CariBeritaditvOne #PromoFta https://t.co/pMctZctIpQ,tewas terlindas mobil pensiunan polisi almarhum hasya justru ditetapkan sebagai tersangka. saksikan catatan demokrasi live malam ini pukul . wib di tvone & live streaming #catatandemokrasitvone #cariberitaditvone #promofta,hukum,negative
Tue Jan 31 12:44:37 +0000 2023,7,@Dennysiregar7 Itukan cuma Oknum Polisi bang Atau memang POLISINYA OKNUM SEMUA Slogannya diganti aja Melayani dan melindungi sesama oknum ... ,@dennysiregar itukan cuma oknum polisi bang atau memang polisinya oknum semua slogannya diganti aja melayani dan melindungi sesama oknum ...,etika,negative
Tue Jan 31 13:17:44 +0000 2023,7,@NurseAneth Huu utaratibu haupo siku izi mgonjwa anatibiwa ndio ndugu zake akiwa anaendelea na matibabu wanakwenda kutoa taarifa polisi. Pole sana,@nurseaneth huu utaratibu haupo siku izi mgonjwa anatibiwa ndio ndugu zake akiwa anaendelea na matibabu wanakwenda kutoa taarifa polisi. pole sana,lainnya,neutral
Tue Jan 31 14:05:51 +0000 2023,7,Jika segala sesuatu dapat diselesaikan dengan kata maaf lalu untuk apa hukum dan polisi? - BOF,jika segala sesuatu dapat diselesaikan dengan kata maaf lalu untuk apa hukum dan polisi? - bof,hukum,neutral
Tue Jan 31 14:06:58 +0000 2023,7,@convomfs Lucu juga dilaporin ke polisi sama pasal pencurian wkwkwk. Gini nder dalam pencurian itu harus memenuhi unsur mengambil sebagian atau seluruhnya dengan maksud memiliki sedangkan dalam kasus ini si kucing dibuang dan itu ga memenuhi unsur dari pasal tersebut.,@convomfs lucu juga dilaporin ke polisi sama pasal pencurian wkwkwk. gini nder dalam pencurian itu harus memenuhi unsur mengambil sebagian atau seluruhnya dengan maksud memiliki sedangkan dalam kasus ini si kucing dibuang dan itu ga memenuhi unsur dari pasal tersebut.,hukum,neutral
Tue Jan 31 20:45:47 +0000 2023,7,Satu-satunya polisi yg saat ini gw hormati #Februari https://t.co/qbFGTxL716,satu-satunya polisi yg saat ini gw hormati #februari,etika,neutral
Sun Mar 30 23:58:57 +0000 2025,7,@DokterTifa Kalau ada begal hajar aja ampe mampus. Percuma lapor polisi yg ada malah di suruh bayar. Giliran nga bayar malah dituduh fitnah sama oknum polisi,@doktertifa kalau ada begal hajar aja ampe mampus. percuma lapor polisi yg ada malah di suruh bayar. giliran nga bayar malah dituduh fitnah sama oknum polisi,citra,negative
Sun Mar 30 22:27:22 +0000 2025,7,Selamat hari raya idul Fitri untuk yang merayakan ya semuanya. Minal aidzin walfaizin untuk semuanya~ kecuali Prabowo Gibran DPR DPRD Polisi TNI dan 02 Voters.,selamat hari raya idul fitri untuk yang merayakan ya semuanya. minal aidzin walfaizin untuk semuanya~ kecuali prabowo gibran dpr dprd polisi tni dan voters.,citra,negative
